species,Mono,Bltc,Sp_D,Sp_L,Maze,St_H,St_D,St_V,Sddl,Eyes,Area
Gymnothorax dorsalis,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax dovii,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax elegans,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax enigmaticus,0,0,0,0,0,0,0,1,0,0,0
Gymnothorax equatorialis,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax eurostus,0,0,1,1,1,0,0,0,0,0,0
Gymnothorax eurygnathos,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax favagineus,0,0,1,0,1,0,0,0,0,0,0
Gymnothorax fimbriatus,0,0,1,0,1,0,0,0,0,0,0
Gymnothorax flavimarginatus,0,0,1,0,0,0,0,0,0,0,0
Gymnothorax flavoculus,0,1,1,0,0,0,0,0,0,0,0
Gymnothorax formosus,0,0,1,0,0,0,0,0,0,0,0
Gymnothorax funebris,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax fuscomaculatus,0,0,0,0,1,0,0,0,0,0,0
Gymnothorax gracilicauda,0,0,0,0,1,0,0,0,0,0,0
Gymnothorax griseus,0,0,1,0,0,0,0,0,0,0,0
Gymnothorax hepaticus,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax herrei,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax intesi,0,0,0,0,1,0,0,0,0,0,0
Gymnothorax isingteena,0,0,1,0,0,0,0,0,0,0,0
Gymnothorax javanicus,0,1,1,0,0,0,0,0,0,0,0
Gymnothorax johnsoni,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax kidako,0,0,0,0,1,0,0,0,0,0,0
Gymnothorax kolpos,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax kontodontos,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax margaritophorus,0,0,1,0,1,0,0,0,0,0,0
Gymnothorax megaspilus,0,0,0,0,1,0,0,0,0,0,0
Gymnothorax melatremus,1,0,0,0,0,0,0,0,0,1,0
Gymnothorax meleagris,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax microstictus,0,0,1,0,0,0,0,0,0,0,0
Gymnothorax miliaris,0,0,1,1,1,0,0,0,0,0,0
Gymnothorax minor,0,0,1,0,0,0,0,1,0,0,0
Gymnothorax moluccensis,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax monochrous,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax monostigma,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax mordax,0,1,0,0,0,0,0,0,0,0,0
Gymnothorax moringa,0,1,1,0,0,0,0,0,0,0,0
Gymnothorax nasuta,0,1,0,0,1,0,0,0,0,0,0
Gymnothorax neglectus,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax niphostigmus,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax nubilus,0,1,0,0,0,0,0,0,0,0,0
Gymnothorax nudivomer,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax nuttingi,0,0,0,1,1,0,0,0,0,0,0
Gymnothorax ocellatus,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax panamensis,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax phalarus,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax phasmatodes,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax pictus,0,0,1,1,0,0,0,0,0,0,0
Gymnothorax pikei,0,0,0,0,1,0,0,1,0,0,0
Gymnothorax pindae,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax polygonius,0,1,0,0,1,0,0,0,0,0,0
Gymnothorax polyuranodon,0,0,0,0,1,0,0,0,0,0,0
Gymnothorax porphyreus,0,1,1,0,0,0,0,0,0,0,0
Gymnothorax prasinus,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax prionodon,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax prismodon,0,1,0,1,0,0,0,0,0,0,0
Gymnothorax pseudoherrei,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax pseudothyrsoideus,0,0,1,0,1,0,0,0,0,0,0
Gymnothorax punctatofasciatus,0,0,0,0,0,0,0,1,0,0,0
Gymnothorax punctatus,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax randalli,0,0,1,0,0,0,0,0,0,0,0
Gymnothorax reevesii,0,0,1,0,0,0,0,0,0,0,0
Gymnothorax reticularis,0,0,1,0,0,0,0,1,0,0,0
Gymnothorax richardsonii,0,1,0,0,1,0,0,0,0,0,0
Gymnothorax robinsi,0,1,1,0,0,0,0,0,0,0,0
Gymnothorax rueppelliae,0,0,0,0,0,0,0,1,0,0,0
Gymnothorax ryukyuensis,0,1,0,0,0,0,0,0,0,0,0
Gymnothorax sagmacephalus,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax saxicola,0,0,0,1,1,0,0,0,0,0,0
Gymnothorax shaoi,0,0,1,0,0,0,0,0,0,0,0
Gymnothorax steindachneri,0,1,0,0,0,0,0,0,0,1,0
Gymnothorax taiwanensis,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax thyrsoideus,0,1,0,0,0,0,0,0,0,0,0
Gymnothorax tile,0,1,0,1,0,0,0,0,0,0,0
Gymnothorax undulatus,0,0,1,0,1,0,0,0,0,0,0
Gymnothorax unicolor,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax vicinus,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax woodwardi,0,0,0,1,1,0,0,0,0,0,0
Gymnothorax ypsilon,0,0,0,0,0,0,0,1,0,0,0
Gymnothorax zonipectis,0,0,1,0,0,0,0,0,0,0,0
Gymnotus anguillaris,0,0,0,0,1,0,1,0,0,0,0
Gymnotus carapo,0,0,0,0,1,0,1,0,0,0,0
Gymnotus cataniapo,0,0,0,0,1,0,0,0,0,0,0
Gymnotus cylindricus,1,0,0,0,0,0,0,0,0,0,0
Gymnotus inaequilabiatus,0,0,1,0,1,0,1,0,0,0,0
Gymnotus maculosus,0,0,1,0,0,0,0,0,0,0,0
Gymnotus omarorum,0,0,1,0,0,0,1,0,0,0,0
Gymnotus pantanal,0,0,0,0,0,0,1,0,0,0,0
Gymnotus pantherinus,0,0,0,0,1,0,0,0,0,0,0
Gymnotus paraguensis,0,0,0,0,0,0,1,0,0,0,0
Gymnotus sylvius,0,0,1,0,0,0,1,0,0,0,0
Gymnura afuerae,1,0,0,0,0,0,0,0,0,0,0
Gymnura altavela,0,1,0,1,0,0,0,0,0,0,0
Gymnura australis,0,1,1,1,0,0,0,0,0,0,0
Gymnura bimaculata,1,0,0,0,0,0,0,0,0,0,0
Gymnura crebripunctata,1,0,0,0,0,0,0,0,0,0,0
Gymnura japonica,0,0,1,1,0,0,0,0,0,0,0
Gymnura marmorata,0,0,1,0,0,0,0,0,0,0,0
Gymnura micrura,1,0,0,0,0,0,0,0,0,0,0
Gymnura poecilura,0,0,0,1,0,0,0,0,0,0,0
Gymnura zonura,0,0,0,1,0,0,0,0,0,0,0
Gyrinocheilus aymonieri,0,0,0,1,0,1,0,0,0,0,0
Gyrinocheilus pennocki,0,0,1,0,0,1,0,1,0,0,0
Haemomaster venezuelae,1,0,0,0,0,0,0,0,0,1,0
Haemulon album,1,0,0,0,0,0,0,0,0,0,0
Haemulon aurolineatum,0,0,0,0,0,1,0,0,0,1,0
Haemulon bonariense,0,0,0,0,0,1,0,0,0,0,0
Haemulon boschmae,0,0,0,0,0,1,0,0,0,0,0
Haemulon californiensis,0,0,0,0,0,1,0,0,0,0,0
Haemulon carbonarium,0,0,0,0,0,1,0,0,0,0,0
Haemulon chrysargyreum,0,0,0,0,0,1,0,0,0,0,0
Haemulon flaviguttatum,1,0,0,1,0,0,0,0,0,1,0
Haemulon flavolineatum,0,0,0,0,0,0,1,0,0,0,0
Haemulon macrostomum,0,0,0,0,0,1,0,0,0,0,0
Haemulon maculicauda,0,0,0,0,0,1,0,0,0,0,0
Haemulon melanurum,0,0,0,0,0,1,1,0,0,0,0
Haemulon parra,0,0,1,0,0,0,0,0,0,0,0
Haemulon plumierii,0,0,0,0,0,1,1,0,0,0,0
Haemulon sciurus,0,0,0,0,0,1,0,0,0,0,1
Haemulon scudderii,0,0,1,0,0,1,0,0,0,0,1
Haemulon sexfasciatum,0,0,0,0,0,0,0,1,0,0,0
Haemulon squamipinna,0,0,0,0,0,1,0,0,0,0,0
Haemulon steindachneri,1,0,0,0,0,0,0,0,0,1,0
Haemulon striatum,0,0,0,0,0,1,0,0,0,0,0
Haemulon vittatum,0,0,0,0,0,1,0,0,0,0,0
Haemulopsis axillaris,0,0,0,0,0,0,0,1,0,0,0
Haemulopsis corvinaeformis,0,0,0,0,0,1,0,0,0,0,0
Haemulopsis elongatus,1,0,0,0,0,0,0,0,0,0,0
Haemulopsis leuciscus,1,0,0,0,0,0,0,0,0,0,0
Haemulopsis nitidus,0,0,0,0,0,1,0,0,0,1,0
Halaelurus boesemani,0,0,0,0,0,0,0,1,0,0,0
Halaelurus buergeri,0,0,1,0,0,0,0,0,0,0,0
Halaelurus natalensis,0,0,0,0,0,0,0,1,0,0,0
Halargyreus johnsonii,1,0,0,0,0,0,0,0,0,0,0
Halicampus boothae,0,0,0,1,0,0,0,0,0,0,0
Halicampus brocki,0,0,1,0,0,0,0,1,0,0,0
Halicampus dunckeri,0,1,1,1,0,0,0,1,0,0,0
Halicampus edmondsoni,0,1,0,0,0,0,0,0,0,0,0
Halicampus grayi,0,1,0,0,0,0,0,0,0,0,0
Halicampus macrorhynchus,0,1,0,0,0,0,0,1,0,0,0
Halicampus mataafae,1,0,0,0,0,0,0,0,0,0,0
Halicampus nitidus,0,0,0,0,0,0,0,1,0,0,0
Halicampus punctatus,0,1,0,0,0,0,0,1,0,0,0
Halicampus spinirostris,1,0,0,0,0,0,0,0,0,0,0
Halichoeres adustus,0,0,0,1,0,0,0,0,0,0,0
Halichoeres aestuaricola,1,0,0,0,0,0,0,0,0,1,0
Halichoeres argus,0,0,1,1,1,0,0,0,1,0,0
Halichoeres bicolor,0,0,0,0,0,1,0,0,0,0,0
Halichoeres binotopsis,0,0,0,1,0,1,0,0,1,0,0
Halichoeres biocellatus,0,0,0,0,0,1,0,0,0,0,0
Halichoeres bivittatus,0,0,0,0,0,1,0,0,0,0,0
Halichoeres bleekeri,0,1,0,0,0,0,0,0,0,0,0
Halichoeres brasiliensis,0,1,0,0,0,1,0,0,0,1,0
Halichoeres caudalis,0,0,0,0,0,1,0,0,0,0,0
Halichoeres chierchiae,0,0,1,0,0,1,0,0,1,0,0
Halichoeres chlorocephalus,0,0,0,0,0,1,0,0,0,0,0
Halichoeres chloropterus,0,0,1,0,0,1,0,0,0,0,0
Halichoeres chrysus,1,0,0,0,0,0,0,0,0,0,0
Halichoeres claudia,0,0,0,0,0,1,0,0,0,1,0
Halichoeres cosmetus,0,0,0,0,0,1,0,0,0,1,0
Halichoeres cyanocephalus,0,0,0,0,0,0,0,0,0,0,1
Halichoeres dimidiatus,0,0,0,0,0,0,0,0,0,0,1
Halichoeres discolor,0,1,0,0,0,0,0,0,0,0,0
Halichoeres dispilus,0,0,0,0,0,1,0,0,0,0,0
Halichoeres dussumieri,0,0,0,0,0,0,0,1,1,0,0
Halichoeres garnoti,0,0,0,0,0,1,0,1,0,0,1
Halichoeres hartzfeldii,0,0,0,0,0,1,0,0,0,0,0
Halichoeres hortulanus,0,0,1,0,0,1,0,0,0,0,1
Halichoeres insularis,0,0,0,0,0,1,0,0,0,0,0
Halichoeres iridis,0,0,0,0,0,0,0,0,0,0,1
Halichoeres javanicus,0,0,1,0,0,1,0,0,1,0,0
Halichoeres kallochroma,0,0,0,0,0,1,0,0,0,1,0
Halichoeres lapillus,0,0,0,1,1,0,1,0,0,0,0
Halichoeres leptotaenia,0,0,0,0,0,1,0,0,0,0,0
Halichoeres leucoxanthus,0,0,0,0,0,1,0,0,0,0,1
Halichoeres leucurus,0,0,1,0,0,1,0,0,0,1,0
Halichoeres maculipinna,0,0,0,0,0,1,0,0,0,0,0
Halichoeres malpelo,0,0,0,0,0,0,0,0,0,0,1
Halichoeres margaritaceus,0,1,0,0,0,1,0,0,1,0,0
Halichoeres marginatus,1,0,0,0,0,0,0,0,0,1,0
Halichoeres melanochir,0,0,1,0,0,0,0,0,0,1,0
Halichoeres melanotis,0,1,0,0,0,0,0,0,1,0,0
Halichoeres melanurus,0,0,0,0,0,1,0,0,0,1,0
Halichoeres melas,1,0,0,0,0,0,0,0,0,0,0
Halichoeres melasmapomus,1,0,0,0,0,0,0,0,0,1,0
Halichoeres miniatus,0,1,0,0,0,0,0,0,0,0,0
Halichoeres nebulosus,0,1,0,0,0,0,0,0,0,0,0
Halichoeres nicholsi,0,0,0,1,0,0,0,1,0,0,0
Halichoeres nigrescens,0,0,0,0,0,0,0,1,1,0,0
Halichoeres notospilus,0,0,0,0,0,0,1,0,0,0,0
Halichoeres orientalis,0,0,0,1,0,1,0,1,0,0,0
Halichoeres ornatissimus,0,0,0,1,0,1,0,0,0,1,0
Halichoeres pallidus,0,0,0,0,0,1,0,0,0,1,0
Halichoeres papilionaceus,0,1,0,0,0,1,0,0,0,0,0
Halichoeres papilonaceus,0,0,0,0,0,1,0,0,0,0,0
Halichoeres pardaleocephalus,0,0,0,0,0,1,0,0,0,1,0
Halichoeres pelicieri,0,0,0,0,0,1,0,0,0,1,0
Halichoeres penrosei,0,0,0,0,0,1,0,1,0,0,1
Halichoeres pictus,0,0,0,0,0,1,0,0,0,0,0
Halichoeres podostigma,0,0,0,0,0,0,0,0,0,0,1
Halichoeres poeyi,0,1,0,0,0,0,0,0,0,0,0
Halichoeres prosopeion,0,0,0,0,0,0,0,0,0,0,1
Halichoeres radiatus,0,0,0,0,0,1,0,1,0,1,0
Halichoeres richmondi,0,0,0,0,0,1,0,0,0,1,0
Halichoeres rubricephalus,0,0,0,0,0,0,0,0,0,0,1
Halichoeres rubrovirens,0,0,0,0,0,1,0,0,0,0,0
Halichoeres salmofasciatus,0,0,0,0,0,1,0,0,0,0,1
Halichoeres sazimai,0,0,0,0,0,1,0,0,0,0,0
Halichoeres scapularis,0,0,0,0,0,1,0,0,0,0,0
Halichoeres schwartzii,0,0,0,0,0,1,0,0,0,0,0
Halichoeres semicinctus,0,0,1,0,0,1,0,0,0,0,0
Halichoeres signifer,0,1,0,0,0,1,0,0,0,0,0
Halichoeres socialis,0,0,0,0,0,1,0,0,0,1,0
Halichoeres solorensis,0,0,0,0,0,1,0,0,0,0,0
Halichoeres stigmaticus,0,0,0,0,0,1,0,0,0,0,0
Halichoeres tenuispinis,0,0,0,0,0,1,0,0,0,0,0
Halichoeres timorensis,0,1,1,0,0,1,0,0,1,1,0
Halichoeres trimaculatus,0,0,0,0,0,0,0,0,0,1,0
Halichoeres trispilus,0,0,0,0,0,1,0,0,0,1,0
Halichoeres vrolikii,0,0,0,0,0,1,0,0,0,1,0
Halichoeres zeylonicus,0,0,0,0,0,1,0,0,0,0,0
Halichoeres zulu,0,1,0,0,0,1,0,0,0,0,0
Halicmetus niger,0,1,0,0,0,0,0,0,0,0,0
Halicmetus reticulatus,0,0,0,0,1,0,0,0,0,0,0
Halicmetus ruber,0,0,1,0,0,0,0,0,0,0,0
Halidesmus coccus,0,1,0,0,0,0,0,0,0,0,0
Halidesmus socotraensis,0,1,0,0,0,0,0,0,0,0,0
Halidesmus thomaseni,0,0,0,1,0,0,0,0,0,0,0
Halieutaea fitzsimonsi,0,1,0,1,0,0,0,0,0,0,0
Halieutaea fumosa,1,0,0,0,0,0,0,0,0,0,0
Halieutaea indica,0,1,0,0,0,0,0,0,0,0,0
Halieutaea retifera,0,0,0,1,1,0,0,0,0,0,0
Halieutaea stellata,0,1,0,0,0,0,0,0,0,0,0
Halieutichthys aculeatus,0,0,0,1,0,0,0,0,0,0,0
Halieutopsis margaretae,1,0,0,0,0,0,0,0,0,0,0
Haliichthys taeniophorus,0,1,0,1,0,0,0,0,0,0,0
Halimochirurgus alcocki,1,0,0,0,0,0,0,0,0,0,0
Halimochirurgus centriscoides,0,1,0,0,0,0,0,0,0,0,0
Halimuraena shakai,0,0,1,0,0,0,0,0,0,0,0
Haliophis aethiopus,1,0,0,0,0,0,0,0,0,1,0
Haliophis diademus,0,0,1,0,0,0,0,0,0,0,0
Haliophis guttatus,0,0,1,0,0,0,0,1,0,1,0
Halobatrachus didactylus,0,1,1,0,0,0,0,0,0,0,0
Halophryne diemensis,0,1,0,0,0,0,0,0,0,0,0
Halophryne hutchinsi,0,1,0,0,0,0,0,0,1,0,0
Halophryne ocellatus,0,1,0,0,0,0,0,0,1,0,0
Halosauropsis macrochir,1,0,0,0,0,0,0,0,0,0,0
Halosaurus guentheri,0,1,0,0,0,0,0,0,0,0,0
Halosaurus ovenii,1,0,0,0,0,0,0,0,0,0,0
Haludaria fasciata,0,0,0,0,0,0,0,1,0,1,0
Haludaria kannikattiensis,1,0,0,0,0,0,0,0,0,0,0
Hampala ampalong,0,0,0,0,0,0,0,0,0,1,1
Hampala dispar,0,0,0,0,0,0,0,0,0,1,0
Hampala macrolepidota,0,0,0,0,0,0,0,1,0,0,0
Hampala salweenensis,0,0,0,0,0,0,0,0,0,1,0
Hannia greenwayi,1,0,0,0,0,0,0,0,0,0,0
Hapalogenys analis,0,0,0,0,0,0,1,0,0,0,0
Hapalogenys bengalensis,0,0,0,0,0,0,1,0,0,0,0
Hapalogenys kishinouyei,0,0,0,0,0,1,0,0,0,0,0
Hapalogenys merguiensis,0,0,0,0,0,0,1,0,0,0,0
Hapalogenys mucronatus,0,0,0,0,0,0,1,0,0,0,0
Hapalogenys nigripinnis,0,0,0,0,0,0,1,0,0,0,0
Hapalogenys sennin,1,1,0,0,0,0,0,0,0,0,0
Haploblepharus edwardsii,0,1,0,1,0,0,0,1,0,0,0
Haploblepharus kistnasamyi,0,1,0,0,0,0,0,0,1,0,0
Haploblepharus pictus,0,0,0,0,0,0,0,0,1,0,0
Haplochromis acidens,1,0,0,0,0,0,0,0,0,0,0
Haplochromis aelocephalus,1,0,0,0,0,0,0,0,0,0,0
Haplochromis aeneocolor,0,0,1,0,0,0,0,1,0,1,1
Haplochromis altigenis,1,0,0,0,0,0,0,0,0,0,0
Haplochromis ampullarostratus,1,0,0,0,0,0,0,0,0,1,0
Haplochromis argens,1,0,0,0,0,0,0,0,0,0,0
Haplochromis barbarae,0,1,0,0,0,0,0,0,0,0,0
Haplochromis brownae,0,0,0,0,0,0,0,1,0,0,0
Haplochromis chilotes,0,0,0,0,0,0,0,1,0,1,0
Haplochromis commutabilis,0,0,0,0,0,0,0,1,0,1,0
Haplochromis degeni,0,0,0,0,0,0,0,1,0,1,0
Haplochromis eduardii,1,0,0,0,0,0,0,0,0,0,0
Haplochromis engystoma,1,0,0,0,0,0,0,0,0,0,0
Haplochromis erythromaculatus,0,0,0,0,0,0,0,1,0,1,0
Haplochromis exspectatus,0,1,0,0,0,0,0,0,0,0,0
Haplochromis fischeri,0,1,0,0,0,0,0,1,0,1,0
Haplochromis fuelleborni,0,1,0,0,0,0,0,0,0,0,0
Haplochromis ishmaeli,0,0,0,0,0,0,0,1,0,1,0
Haplochromis katavi,0,0,0,0,0,0,0,1,0,1,0
Haplochromis labiatus,0,0,0,0,0,0,0,1,0,1,0
Haplochromis latifasciatus,0,0,0,0,0,0,0,1,0,0,0
Haplochromis limax,0,0,0,0,0,0,0,1,0,1,0
Haplochromis macconneli,1,0,0,0,0,0,0,0,0,0,0
Haplochromis maxillaris,0,0,0,0,0,0,0,1,0,0,0
Haplochromis melanopterus,0,0,0,0,0,0,0,1,0,0,0
Haplochromis nigricans,0,0,0,0,0,0,0,1,0,1,0
Haplochromis nigripinnis,0,0,0,0,0,0,0,0,0,1,0
Haplochromis nubilus,0,1,0,0,0,0,0,0,0,1,0
Haplochromis nuchisquamulatus,0,1,0,0,0,0,0,1,0,1,0
Haplochromis nyererei,0,0,0,0,0,0,0,1,0,1,1
Haplochromis obliquidens,0,0,0,0,0,0,0,1,0,1,1
Haplochromis omnicaeruleus,0,1,0,0,0,0,0,1,0,0,0
Haplochromis orthostoma,1,0,0,0,0,0,0,0,0,0,0
Haplochromis paraguiarti,0,1,0,0,0,0,0,0,0,0,0
Haplochromis petronius,0,0,0,0,0,0,0,1,0,1,0
Haplochromis piceatus,1,0,0,0,0,0,0,0,0,1,1
Haplochromis pyrrhocephalus,1,0,0,0,0,0,0,0,0,1,0
Haplochromis rubripinnis,0,0,0,0,0,0,0,0,0,1,1
Haplochromis rudolfianus,0,1,0,0,0,0,1,0,0,1,0
Haplochromis rufocaudalis,0,0,0,0,0,0,0,1,0,0,1
Haplochromis squamipinnis,1,0,0,0,0,0,0,0,0,0,0
Haplochromis thereuterion,0,0,0,0,0,0,1,0,0,1,0
Haplochromis turkanae,0,0,0,0,0,0,0,1,0,0,0
Haplochromis vicarius,1,0,0,0,0,0,0,0,0,0,0
Haplochromis xanthopteryx,1,0,0,0,0,0,0,0,0,1,0
Haplochromis xenognathus,1,0,0,0,0,0,0,0,0,0,0
Haplocylix littoreus,0,0,0,0,1,0,0,0,0,0,0
Haplotaxodon microlepis,0,1,0,1,0,0,0,0,0,0,0
Haptenchelys texis,1,0,0,0,0,0,0,0,0,0,0
Hara filamentosa,0,1,0,0,0,0,0,1,0,0,0
Hara hara,0,1,0,0,0,0,0,0,0,0,0
Hara jerdoni,0,1,0,0,0,0,0,0,0,0,0
Hara longissima,0,1,0,0,0,0,0,0,0,0,0
Harengula clupeola,1,0,0,0,0,0,0,0,0,0,0
Harengula humeralis,1,0,0,0,0,0,0,0,0,0,0
Harengula jaguana,1,0,0,0,0,0,0,0,0,0,0
Harengula thrissina,1,0,0,0,0,0,0,0,0,0,0
Harpadon microchir,1,0,0,0,0,0,0,0,0,0,0
Harpadon nehereus,1,0,0,0,0,0,0,0,0,0,0
Harpadon translucens,1,0,0,0,0,0,0,0,0,0,0
Harpagifer antarcticus,0,1,0,0,0,0,0,0,1,0,0
Harriotta haeckeli,1,0,0,0,0,0,0,0,0,0,0
Harriotta raleighana,1,0,0,0,0,0,0,0,0,0,0
Harttia carvalhoi,0,0,0,0,0,1,0,0,1,0,0
Harttia fluminensis,1,0,0,0,0,0,0,0,0,0,0
Harttia fowleri,1,0,0,0,0,0,0,0,0,0,0
Harttia guianensis,0,0,0,0,0,0,0,0,1,0,0
Harttia kronei,0,1,0,0,0,0,0,0,0,0,0
Harttia leiopleura,1,0,0,0,0,0,0,0,0,0,0
Harttia surinamensis,0,1,1,0,0,0,0,0,0,0,0
Harttia tuna,0,0,1,0,0,0,0,0,0,0,0
Harttiella intermedia,0,0,0,0,0,0,0,1,0,0,0
Harttiella janmoli,0,0,0,0,0,0,0,1,0,0,0
Harttiella longicauda,0,1,0,0,0,0,0,0,0,0,0
Harttiella lucifer,0,1,0,0,0,0,0,0,0,0,0
Harttiella parva,1,0,0,0,0,0,0,0,0,0,0
Harttiella pilosa,0,0,0,0,0,0,0,1,0,0,0
Hasemania hanseni,0,0,0,0,0,0,0,0,0,1,0
Hasemania nambiquara,0,0,0,0,0,0,0,0,0,0,1
Hasemania nana,0,0,0,0,0,0,0,0,0,0,1
Hasemania piatan,1,0,0,0,0,0,0,0,0,0,0
Hassar orestis,1,0,0,0,0,0,0,0,0,0,0
Hassar shewellkeimi,1,0,0,0,0,0,0,0,0,1,0
Hassar wilderi,0,0,0,0,0,1,0,0,0,0,0
Hazeus otakii,0,0,1,1,0,0,0,0,0,0,0
Helcogramma albimacula,0,1,0,0,0,0,0,0,0,0,0
Helcogramma aquila,1,0,0,0,0,0,0,0,0,0,1
Helcogramma capidata,0,0,0,0,0,0,0,1,0,0,0
Helcogramma cerasina,0,0,0,0,0,0,1,0,0,0,0
Helcogramma chica,0,1,0,0,0,0,0,0,0,0,0
Helcogramma decurrens,0,0,0,1,0,0,0,0,0,0,1
Helcogramma desa,0,0,1,0,0,0,1,0,0,0,0
Helcogramma ellioti,0,1,0,0,0,0,1,0,1,0,0
Helcogramma fuscipectoris,0,0,0,1,0,0,0,1,0,0,0
Helcogramma fuscopinna,0,0,1,0,0,0,0,0,1,0,0
Helcogramma hudsoni,0,0,1,0,0,0,1,0,1,0,0
Helcogramma inclinata,0,0,0,0,0,0,1,0,0,0,0
Helcogramma maldivensis,0,0,0,1,0,1,0,0,0,0,0
Helcogramma nesion,0,1,1,1,0,0,0,0,0,0,0
Helcogramma nigra,0,1,0,0,0,1,0,0,0,0,0
Helcogramma obtusirostris,0,0,0,1,0,0,0,0,1,0,0
Helcogramma randalli,0,0,0,0,0,0,0,0,0,0,1
Helcogramma rhinoceros,0,0,1,1,0,0,0,0,0,0,0
Helcogramma rosea,0,1,1,0,0,0,0,0,0,0,1
Helcogramma springeri,0,1,0,0,0,0,1,0,0,0,0
Helcogramma steinitzi,0,1,0,1,0,0,0,0,1,0,0
Helcogramma striata,0,0,0,0,0,1,0,0,0,0,0
Helcogramma striatum,0,0,0,0,0,1,0,0,0,0,0
Helcogramma vulcana,0,0,0,0,1,0,1,0,1,0,0
Helcogrammoides chilensis,0,1,0,0,0,0,0,0,1,1,0
Helcogrammoides cunninghami,0,1,0,1,0,0,0,0,0,1,0
Helicolenus barathri,0,0,1,0,0,0,0,1,1,0,0
Helicolenus dactylopterus,0,1,0,0,0,0,0,0,1,0,0
Helicolenus hilgendorfii,0,1,0,0,0,0,0,0,1,0,0
Helicolenus lahillei,0,1,0,0,1,0,0,0,0,0,0
Helicolenus mouchezi,0,0,1,0,1,0,0,0,0,0,0
Helicolenus percoides,0,1,0,0,0,0,0,1,1,0,0
Helicophagus leptorhynchus,1,0,0,0,0,0,0,0,0,0,0
Helicophagus typus,1,0,0,0,0,0,0,0,0,0,0
Helicophagus waandersii,1,0,0,0,0,0,0,0,0,0,0
Helogenes castaneus,0,1,0,0,0,0,0,0,0,0,0
Helogenes marmoratus,1,0,0,0,0,0,0,0,0,0,0
Helostoma temminckii,1,0,0,0,0,0,0,0,0,0,0
Helotes sexlineatus,0,0,0,0,0,1,0,0,0,1,0
Hemanthias leptus,0,1,0,0,0,0,0,0,0,0,0
Hemanthias peruanus,0,1,0,1,0,0,0,0,0,0,0
Hemanthias signifer,0,1,0,0,0,0,0,0,0,0,0
Hemerorhinus heyningi,0,1,0,0,0,0,0,0,0,0,0
Hemiancistrus aspidolepis,0,0,1,0,0,0,0,0,0,0,0
Hemiancistrus fuliginosus,0,0,0,1,0,0,0,0,0,0,0
Hemiancistrus guahiborum,0,0,0,1,0,0,0,0,0,0,0
Hemiancistrus hammarlundi,0,0,1,0,0,0,0,0,0,0,0
Hemiancistrus landoni,1,0,0,0,0,0,0,0,0,0,0
Hemiancistrus maracaiboensis,0,0,1,0,0,0,0,0,0,0,0
Hemiancistrus medians,0,0,1,0,0,0,0,0,0,0,0
Hemiancistrus punctulatus,0,0,1,0,0,0,0,0,0,0,0
Hemiancistrus sabaji,0,0,1,0,0,0,0,0,0,0,0
Hemiancistrus snethlageae,0,0,1,0,0,0,0,0,0,0,0
Hemiancistrus subviridis,0,0,0,1,0,0,0,0,0,0,0
Hemiarius harmandi,1,0,0,0,0,0,0,0,0,0,0
Hemiarius stormii,1,0,0,0,0,0,0,0,0,0,0
Hemibagrus baramensis,1,0,0,0,0,0,0,0,0,0,0
Hemibagrus chrysops,0,1,0,0,0,0,0,0,0,0,0
Hemibagrus fortis,1,0,0,0,0,0,0,0,0,0,0
Hemibagrus guttatus,0,0,1,0,0,0,0,0,0,0,0
Hemibagrus macropterus,0,0,1,0,0,0,0,0,0,0,1
Hemibagrus menoda,0,1,1,0,0,0,0,0,0,0,0
Hemibagrus microphthalmus,1,0,0,0,0,0,0,0,0,0,0
Hemibagrus nemurus,1,0,0,0,0,0,0,0,0,0,0
